sentence_incorrect,sentence_correct,wrong,correct
Cercetări preliminarii,Cercetări preliminare,preliminarii,preliminare
ministerul sănătății,ministerul Sănătății,sănătății,Sănătății
Bătaie pe aghiazmă,Bătaie pe agheasmă,aghiazmă,agheasmă
"Regele Mihai, Alteța Sa, împreună cu Principele și","Regele Mihai, Majestatea Sa, împreună cu Principele și",Alteța,Majestatea
6.200 de lei maxim,6.200 de lei maximum,maxim,maximum
BEATRICE BREGA,BEATRICE BIEGA,BREGA,BIEGA
pensionari constanțeni,pensionari constănțeni,constanțeni,constănțeni
să înlănțuiască,să înlănțuie,înlănțuiască,înlănțuie
ministrul educației,ministrul Educației,educației,Educației
Atenție la necunoscuți,Atenție la necunoscuți!,necunoscuți,necunoscuți!
dacă bătălia de astăzi excede,dacă bătălia de astăzi excedează,excede,excedează
Autoritatea pentru Protecția Consumatorului,Autoritatea pentru Protecția Consumatorilor,Consumatorului,Consumatorilor
Restricțiile Londrei ptr români și bulgari,Restricțiile Londrei pentru români și bulgari,ptr,pentru
Aerop. Henri Coandă,Aeroportul Henri Coandă,Aerop.,Aeroportul
aseră,aseară,aseră,aseară
Dacă cineva îdrăznește,Dacă cineva îndrăznește,îdrăznește,îndrăznește
cuvînt,cuvânt,cuvînt,cuvânt
maxim 24 de ore,maximum 24 de ore,maxim,maximum
Până înspre ora doisprezece,Până înspre ora douăsprezece,doisprezece,douăsprezece
maxim 80 de kilometri,maximum 80 de kilometri,maxim,maximum
Crîngași,Crângași,Crîngași,Crângași
Vânzatorii de iluzii,Vânzătorii de iluzii,Vânzatorii,Vânzătorii
neuroghirurg,neurochirurg,neuroghirurg,neurochirurg
la finalul unei ședințe importante ale partidului,la finalul unei ședințe importante a partidului,ale,a
în aceasta seară,în această seară,aceasta,această
în jurul orei doisprezece,în jurul orei douăsprezece,doisprezece,douăsprezece
contractul de finanțare pt amenajarea,contractul de finanțare pentru amenajarea,pt,pentru
în zona Poligrafei,în zona Poligrafiei,Poligrafei,Poligrafiei
douăzeci și unu de țări,douăzeci și una de țări,unu,una
șaptezeci și unu de mii de oameni,șaptezeci și una de mii de oameni,unu,una
"proiecții de filme, seminarii","proiecții de filme, seminare",seminarii,seminare
"Costiniu, Cășuneanu și Locic în fața magistraților","Costiniu, Cășuneanu și Locic, în fața magistraților",Locic,"Locic,"
cumpărăr o dublă de porumb,cumpără o dublă de porumb,cumpărăr,cumpără
din punct de vedere al fenomenelor,din punctul de vedere al fenomenelor,punct,punctul
cu un gol strălucitor,cu un gol strălucit,strălucitor,strălucit
"aseară, de către angajații centrului",aseară de către angajații centrului,"aseară,",aseară
KOLN,KÖLN,KOLN,KÖLN
Cu ochi-n patru,Cu ochii-n patru,ochi-n,ochii-n
mănăstirea Sfântu’ Elena de la Costinești,mănăstirea Sfânta Elena de la Costinești,Sfântu’,Sfânta
mongoleza,mongola,mongoleza,mongola
pentru pronografie infantilă,pentru pornografie infantilă,pronografie,pornografie
"magnetofoane, vinil-uri","magnetofoane, viniluri",vinil-uri,viniluri
Pe ritmul muzicii de taraf și a țâpuriturilor oltenești,Pe ritmul muzicii de taraf și al țâpuriturilor oltenești,a,al
"partida Gloria Bistrița – Dinamo, programată, sâmbătă, de la 21.30","partida Gloria Bistrița – Dinamo, programată sâmbătă, de la 21.30","programată,",programată
teamul de Formula 1,echipa de Formula 1,teamul,echipa
Ori pe 7 ori pe 15 zile,"Ori pe 7, ori pe 15 zile",7,"7,"
"abia acum, în ceasul al douăsprezecelea","abia acum, în ceasul al doisprezecelea",douăsprezecelea,doisprezecelea
pt Bulgaria,pentru Bulgaria,pt,pentru
fluentizarea,fluidizarea,fluentizarea,fluidizarea
la moaștele Sfântului Dimitrie cel Nou și al altora...,la moaștele Sfântului Dimitrie cel Nou și ale altora...,al,ale
asigrată,asigurată,asigrată,asigurată
abțibilde,abțibilduri,abțibilde,abțibilduri
"Ia-o pe jos, animalelor!","Luați-o pe jos, animalelor!",Ia-o,Luați-o
de maxim 15.000 de euro,de maximum 15.000 de euro,maxim,maximum
De la consilierul pe probleme economice a premierului Emil Boc,De la consilierul pe probleme economice al premierului Emil Boc,a,al
coord. Centrul de Asistență în Adicții Obregia,"coord., Centrul de Asistență în Adicții Obregia",coord.,"coord.,"
În domeniul fizicii nucleare sau în domeniul fizicii laserilor,În domeniul fizicii nucleare sau în domeniul fizicii laserelor,laserilor,laserelor
solicitatarea,solicitarea,solicitatarea,solicitarea
clujanii de la CFR,clujenii de la CFR,clujanii,clujenii
în jurul orei doisprezece și treizeci de minute,în jurul orei douăsprezece și treizeci de minute,doisprezece,douăsprezece
douăzeci și una de grame,douăzeci și unu de grame,una,unu
îm ce măsură,în ce măsură,îm,în
din peste 700 de mii cât este populația județului,"din peste 700 de mii, cât este populația județului",mii,"mii,"
asistenele,asistentele,asistenele,asistentele
a acestei acțiuni purtată de,a acestei acțiuni purtate de,purtată,purtate
agenda summit-ului,agenda summitului,summit-ului,summitului
mama fetiței de doi ani dispărută,mama fetiței de doi ani dispărute,dispărută,dispărute
Povestea unei mame israeliene,Povestea unei mame israelite,israeliene,israelite
...pentru Cabinetul său,...pentru cabinetul său,Cabinetul,cabinetul
ca urmare a expunerii la pata de perol,ca urmare a expunerii la pata de petrol,perol,petrol
din punct de vedere al femeilor,din punctul de vedere al femeilor,punct,punctul
Proteste anti-guvernamentale,Proteste antiguvernamentale,anti-guvernamentale,antiguvernamentale
lucrările de modernizare ale aeroportului,lucrările de modernizare a aeroportului,ale,a
primvicepreședinte,prim-vicepreședinte,primvicepreședinte,prim-vicepreședinte
răului cel mai mic,răului celui mai mic,cel,celui
genoflexiuni,genuflexiuni,genoflexiuni,genuflexiuni
maxim 250 de euro,maximum 250 de euro,maxim,maximum
cu ajutorul computerului și a instrumentelor de aici,cu ajutorul computerului și al instrumentelor de aici,a,al
în rândul subofițerilor sau ai ofițerilor,în rândul subofițerilor sau al ofițerilor,ai,al
foarte multe SMS-uri vizavi de cele două subiecte ale noastre,foarte multe SMS-uri legate de cele două subiecte ale noastre,vizavi,legate
Adio celulită!,"Adio, celulită!",Adio,"Adio,"
asupra spitalelor și managementelor acestor,asupra spitalelor și managementului acestor,managementelor,managementului
cu o judokă din Mongolia,cu o judoka din Mongolia,judokă,judoka
Cei mai bine plătiți pensionari,Cel mai bine plătiți pensionari,Cei,Cel
necesitatea utilizării exclusivă a canalelor,necesitatea utilizării exclusive a canalelor,exclusivă,exclusive
permis de port-armă,permis de portarmă,port-armă,portarmă
treizeci și una de grade la Giurgiu,treizeci și unu de grade la Giurgiu,una,unu
minim al ultimilor șapte luni,minim al ultimelor șapte luni,ultimilor,ultimelor
În timpul manevrelor și a duelurilor,În timpul manevrelor și al duelurilor,a,al
pe fondul măsurilor de austeritate ai partenerilor europeni,pe fondul măsurilor de austeritate ale partenerilor europeni,ai,ale
Conceptul de instruire al soldaților,Conceptul de instruire a soldaților,al,a
Secretar de stat Ministerul Sănătății,"Secretar de stat, Ministerul Sănătății",stat,"stat,"
deprecierea yen-ului,deprecierea yenului,yen-ului,yenului
Președintele în direct cu românii,"Președintele, în direct cu românii",Președintele,"Președintele,"
optzeci și unu de producții radiofonice,optzeci și una de producții radiofonice,unu,una
Echipat cu echipamente și aplicații,Prevăzut cu echipamente și aplicații,Echipat,Prevăzut
într-o mizerie profesională și umană criminale,într-o mizerie profesională și umană criminală,criminale,criminală
așteptăm notele voastre pe 0751040066,așteptăm notele voastre la 0751040066,pe,la
Mirea câțiva zeci de metri,Mirea câteva zeci de metri,câțiva,câteva
Bals,Balș,Bals,Balș
nu numai în cazul meu dar și în cel al Elenei Udrea,"nu numai în cazul meu, dar și în cel al Elenei Udrea",meu,"meu,"
sugrailor și copiilor,sugarilor și copiilor,sugrailor,sugarilor
Indicații contrarii,Indicații contrare,contrarii,contrare
producator,producător,producator,producător
transfer firesc a unor jucători valoroși,transfer firesc al unor jucători valoroși,a,al
"Tu al cui esti, Mitică?","Tu al cui ești, Mitică?","esti,","ești,"
maști de gaze,măști de gaze,maști,măști
"mai mare zoom, la maxim","mai mare zoom, la maximum",maxim,maximum
o problemă a medicinii moderne,o problemă a medicinei moderne,medicinii,medicinei
în cadrul acestor ceremoni,în cadrul acestor ceremonii,ceremoni,ceremonii
într-o ședință a Consiliului de Administrație a societății,într-o ședință a Consiliului de Administrație al societății,a,al
Dir. DADR Mehedinți,Directorul DADR Mehedinți,Dir.,Directorul
ofiter,ofițer,ofiter,ofițer
vehicolelor,vehiculelor,vehicolelor,vehiculelor
întradevăr,într-adevăr,întradevăr,într-adevăr
În una dintre cele mai costisitoare divorțuri,În unul dintre cele mai costisitoare divorțuri,una,unul
dumincă,duminică,dumincă,duminică
de domeniul DNA-ului și a Parchetului,de domeniul DNA-ului și al Parchetului,a,al
reprezentanții mass-media,reprezentanții mass-mediei,mass-media,mass-mediei
pentru maxim 70 de lei săptămânal,pentru maximum 70 de lei săptămânal,maxim,maximum
non-profit,nonprofit,non-profit,nonprofit
rolul super-spionului,rolul superspionului,super-spionului,superspionului
un deficit de maxim 3 %,un deficit de maximum 3 %,maxim,maximum
Varujuan Vosganian,Varujan Vosganian,Varujuan,Varujan
pe tema referendumului pentru votul uninominal și al alegerilor europarlamentare,pe tema referendumului pentru votul uninominal și a alegerilor europarlamentare,al,a
șase jucători cu minim zece puncte marcate,șase jucători cu minimum zece puncte marcate,minim,minimum
Barak Obama,Barack Obama,Barak,Barack
din punct de vedere al costurilor,din punctul de vedere al costurilor,punct,punctul
Sărbătoarea Paștelor,Sărbătoarea Paștilor,Paștelor,Paștilor
Un alfel de Crăciun,Un altfel de Crăciun,alfel,altfel
Doisprezece mii de metri pătrați,Douăsprezece mii de metri pătrați,Doisprezece,Douăsprezece
"Ori, în aprilie 2008","Or, în aprilie 2008","Ori,","Or,"
esee,eseuri,esee,eseuri
din punct de vedere al consumului,din punctul de vedere al consumului,punct,punctul
probabil în maxim trei zile,probabil în maximum trei zile,maxim,maximum
din punct de vedere al infrastructurii,din punctul de vedere al infrastructurii,punct,punctul
potrivit datelor preliminarii,potrivit datelor preliminare,preliminarii,preliminare
pe marginea groapei,pe marginea gropii,groapei,gropii
în maxim 24 de ore,în maximum 24 de ore,maxim,maximum
vaccin anti-cancer,vaccin anticancer,anti-cancer,anticancer
"Bă băiatule,","Bă, băiatule,",Bă,"Bă,"
prin aceste furtuni de mare presiune,prin aceste furtune de mare presiune,furtuni,furtune
"Domnul Naghiu, în aceată dimineață 270 de","Domnule Naghiu, în aceată dimineață 270 de",Domnul,Domnule
ca și concluzie,ca o concluzie,și,o
secretar de stat Ministerul Agriculturii,"secretar de stat, Ministerul Agriculturii",stat,"stat,"
14 stațiuni pe drumul crucii,14 staționări pe drumul crucii,stațiuni,staționări
din punct de vedere al schiurilor,din punctul de vedere al schiurilor,punct,punctul
se încăpăținează,se încăpățânează,încăpăținează,încăpățânează
Șef serviciului de comunicare,Șefa serviciului de comunicare,Șef,Șefa
cincizeci și doi de mii,cincizeci și două de mii,doi,două
"cea de-a cincea ediție a Festivalului de muzică contemporană, Jazz and more",cea de-a cincea ediție a Festivalului de muzică contemporană Jazz and more,"contemporană,",contemporană
se înregisdtrează,se înregistrează,înregisdtrează,înregistrează
Din punct de vedere al coloristicii și îngrijirii,Din punctul de vedere al coloristicii și îngrijirii,punct,punctul
din punct de vedere al mediului,din punctul de vedere al mediului,punct,punctul
minim 3 oameni,minimum 3 oameni,minim,minimum
aproape douăzeci și unu de luni,aproape douăzeci și una de luni,unu,una
din punct de vedere al liniștii,din punctul de vedere al liniștii,punct,punctul
Petreceri si reduceri,Petreceri și reduceri,si,și
atât asemănări punctuale cât și diferențe,"atât asemănări punctuale, cât și diferențe",punctuale,"punctuale,"
nu mai fă afacerile alea,nu mai face afacerile alea,fă,face
procent de nouăzeci la sută,proporție de nouăzeci la sută,procent,proporție
Același cer nehotărât,Același cer variabil,nehotărât,variabil
La revedere băieți...,"La revedere, băieți...",revedere,"revedere,"
vice-primarul,viceprimarul,vice-primarul,viceprimarul
Foarte costisitoare din punct de vedere al tratamentului,Foarte costisitoare din punctul de vedere al tratamentului,punct,punctul
