sentence_incorrect,sentence_correct,wrong,correct
Cu tratame și cazare incluse,Cu tratament și cazare incluse,tratame,tratament
maxim șaizeci,maximum șaizeci,maxim,maximum
Indiferent de nivelul nostru de dezvoltare al personalității,Indiferent de nivelul nostru de dezvoltare a personalității,al,a
orele 11.00 si 13.00,orele 11.00 și 13.00,si,și
străintătate,străinătate,străintătate,străinătate
Țuica noastră și palika lor,Țuica noastră și palinka lor,palika,palinka
șaizeci și unu de percheziții domiciliare,șaizeci și una de percheziții domiciliare,unu,una
Mirel Radoi,Mirel Rădoi,Radoi,Rădoi
la sursa neregulei,la sursa neregulii,neregulei,neregulii
până la maxim 19 grade,până la maximum 19 grade,maxim,maximum
vi-o spun,v-o spun,vi-o,v-o
Sănătatea în comă,"Sănătatea, în comă",Sănătatea,"Sănătatea,"
de la 3 plagiaturi până la 7,de la 3 plagiate până la 7,plagiaturi,plagiate
agheasmei mari,aghesmei mari,agheasmei,aghesmei
eurosceptismul,euroscepticismul,eurosceptismul,euroscepticismul
mafia napoletană Camorra,mafia napolitană Camorra,napoletană,napolitană
electocutat,electrocutat,electocutat,electrocutat
"nici urmă de probleme la motor, la fuselaj","nici urmă de probleme la motor, la fuzelaj",fuselaj,fuzelaj
maxim o oră,maximum o oră,maxim,maximum
nu doar România ci toți membrii,"nu doar România, ci toți membrii",România,"România,"
"perioada asta, două săptămâni, ultimile","perioada asta, două săptămâni, ultimele",ultimile,ultimele
- Jaf la cazino;,- Jaf la cazinou;,cazino;,cazinou;
selectioner,selecționer,selectioner,selecționer
președintele Sindicatului Naț. al Polițiștilor,președintele Sindicatului Național al Polițiștilor,Naț.,Național
Reprezentanții ai numeroase companii,Reprezentanții a numeroase companii,ai,a
adminsă,admisă,adminsă,admisă
ora Româniie,ora României,Româniie,României
Una din cele mai importante din punct de vedere al vieții spirituale,Una din cele mai importante din punctul de vedere al vieții spirituale,punct,punctul
fost ministru al învățământului,fost ministru al Învățământului,învățământului,Învățământului
europee,europene,europee,europene
Vaccinul: periculos sau nu,Vaccinul: periculos sau nu?,nu,nu?
proteste anti-siriene,proteste antisiriene,anti-siriene,antisiriene
în termen de maxim 20 de ani,în termen de maximum 20 de ani,maxim,maximum
"(...) liniei Central, cea mai intens circulată","(...) liniei Central, cel mai intens circulată",cea,cel
forinti maghiari,forinți maghiari,forinti,forinți
După plecare lui Petre Marin...,După plecarea lui Petre Marin...,plecare,plecarea
soluții pt situația din justiție,soluții pentru situația din justiție,pt,pentru
o tânără de 14 an,o tânără de 14 ani,an,ani
cel mai puternic om al momentului în acest subiect,cel mai puternic om al momentului în acest domeniu,subiect,domeniu
Consiliu de Administrației,Consiliu de Administrație,Administrației,Administrație
producătorul sudedez de avioane,producătorul suedez de avioane,sudedez,suedez
"Președintele Franței, Francois Hollande","Președintele Franței, François Hollande",Francois,François
maxim 3%,maximum 3%,maxim,maximum
ministrul sănătății,ministrul Sănătății,sănătății,Sănătății
din punct de vedere al cursului leu-euro,din punctul de vedere al cursului leu-euro,punct,punctul
din punct de vedere al precipitațiilor,din punctul de vedere al precipitațiilor,punct,punctul
neo-nazist,neonazist,neo-nazist,neonazist
Standardele de management ale calității,Standardele de management al calității,ale,al
măsuri anti-criză,măsuri anticriză,anti-criză,anticriză
Legea prostituției respinsă,"Legea prostituției, respinsă",prostituției,"prostituției,"
ministrul transporturilor,ministrul Transporturilor,transporturilor,Transporturilor
cu maxim trei zile sau patru zile,cu maximum trei zile sau patru zile,maxim,maximum
penaty-uri,penalty-uri,penaty-uri,penalty-uri
Roberta Anastase si Sever Voinescu,Roberta Anastase și Sever Voinescu,si,și
doisprezece persoane,douăsprezece persoane,doisprezece,douăsprezece
ora douăzeci și doi,ora douăzeci și două,doi,două
"Deci maxim 4,7","Deci maximum 4,7",maxim,maximum
hipermarket-uri,hipermarketuri,hipermarket-uri,hipermarketuri
"Capșunile, la mare preț","Căpșunile, la mare preț","Capșunile,","Căpșunile,"
în seria 1 al diviziei B,în seria 1 a diviziei B,al,a
maxim trei ceaiuri,maximum trei ceaiuri,maxim,maximum
Basilica Sf. Maria,Bazilica Sf. Maria,Basilica,Bazilica
Atentatele de la Mmoscova,Atentatele de la Moscova,Mmoscova,Moscova
informatii,informații,informatii,informații
Agathon la DNA,"Agathon, la DNA",Agathon,"Agathon,"
din punct de vedere al pieței,din punctul de vedere al pieței,punct,punctul
"Închide-l, bă pe ăla...","Închide-l, bă, pe ăla...",bă,"bă,"
să creem,să creăm,creem,creăm
"Pe de altă parte un exercițiu de dicție, pe de altă parte și un exercițiu de...","Pe de o parte un exercițiu de dicție, pe de altă parte și un exercițiu de...",altă,o
unul dintre efectele negative ale cenușei vulcanice,unul dintre efectele negative ale cenușii vulcanice,cenușei,cenușii
Justiția încotro?,"Justiția, încotro?",Justiția,"Justiția,"
cu un glonte în plămân,cu un glonț în plămân,glonte,glonț
Încep discuțiile pt un nou acord,Încep discuțiile pentru un nou acord,pt,pentru
raporturile de evaluare,rapoartele de evaluare,raporturile,rapoartele
Ministru de finanțe,Ministru de Finanțe,finanțe,Finanțe
potrivit unei circulare emisă de conducerea fabricii,potrivit unei circulare emise de conducerea fabricii,emisă,emise
clduroasă,călduroasă,clduroasă,călduroasă
din punct de vedere al traficului,din punctul de vedere al traficului,punct,punctul
GHOERGHE POGEA,GHEORGHE POGEA,GHOERGHE,GHEORGHE
comparația cu ADN-ul sorei decedate a liderului terorist,comparația cu ADN-ul surorii decedate a liderului terorist,sorei,surorii
Minim șase săptămâni,Minimum șase săptămâni,Minim,Minimum
Marile loje masonice,Marile loji masonice,loje,loji
ne-am bucura să aibe rezultate favorabile,ne-am bucura să aibă rezultate favorabile,aibe,aibă
între orele nouă și doisprezece,între orele nouă și douăsprezece,doisprezece,douăsprezece
atenția mass-media,atenția mass-mediei,mass-media,mass-mediei
Din punct de vedere al discursului electoral,Din punctul de vedere al discursului electoral,punct,punctul
un simplul realizator,un simplu realizator,simplul,simplu
președenție,președinție,președenție,președinție
Moș Craciun,Moș Crăciun,Craciun,Crăciun
stimularea păturei de mijloc,stimularea păturii de mijloc,păturei,păturii
Raporturi dintre vânzători și cumpărători,Raporturi între vânzători și cumpărători,dintre,între
o sută nouăzeci și unu de mii de kilometri pătrați,o sută nouăzeci și una de mii de kilometri pătrați,unu,una
"Al doilea etaj, care, la rândul ei","Al doilea etaj, care, la rândul lui",ei,lui
De la doisprezece până la opt seara,De la douăsprezece până la opt seara,doisprezece,douăsprezece
"în șase ore, maxim la ora 11","în șase ore, maximum la ora 11",maxim,maximum
"modificarea la Legea Referendumului, potrivit căruia...","modificarea la Legea Referendumului, potrivit căreia...",căruia...,căreia...
cu maxim zece mii de oameni,cu maximum zece mii de oameni,maxim,maximum
din punct de vedere al experienței profesionale,din punctul de vedere al experienței profesionale,punct,punctul
Ambasadorul sirian la București expulzat,"Ambasadorul sirian la București, expulzat",București,"București,"
mini-vacanță,minivacanță,mini-vacanță,minivacanță
vroiau,voiau,vroiau,voiau
1500 de pet-uri,1500 de peturi,pet-uri,peturi
ministrul român de externe,ministrul român de Externe,externe,Externe
un proprietar de agenție de tur operator pe Grecia,un proprietar de agenție de tur operator în Grecia,pe,în
se chinuie,se chinuiește,chinuie,chinuiește
preș.,președintele,preș.,președintele
FUNDAȚA,FUNDAȚIA,FUNDAȚA,FUNDAȚIA
în cele șaizeci și unu de secții de vot,în cele șaizeci și una de secții de vot,unu,una
"comportamentul unui elev sau al unui grup de elevi, precum și a dascălilor","comportamentul unui elev sau al unui grup de elevi, precum și al dascălilor",a,al
Cer intervenția Consiliului Concurenței și al Guvernului,Cer intervenția Consiliului Concurenței și a Guvernului,al,a
unei firmei,unei firme,firmei,firme
Dolarul sabotat,"Dolarul, sabotat",Dolarul,"Dolarul,"
după un itinerariu subiectiv,după un itinerar subiectiv,itinerariu,itinerar
de asemeni,de asemenea,asemeni,asemenea
președenției,președinției,președenției,președinției
Osama ben Lade,Osama ben Laden,Lade,Laden
Directorul general al METROREX Gheorghe Udriște:,"Directorul general al METROREX, Gheorghe Udriște:",METROREX,"METROREX,"
a miniștrilor de Externe a,a miniștrilor de Externe ai,a,ai
Ministrul Sănătății în direct cu românii,"Ministrul Sănătății, în direct cu românii",Sănătății,"Sănătății,"
Herta Muller,Herta Müller,Muller,Müller
membri ai formațiunilor acestea radicale,membri ai formațiunilor acestora radicale,acestea,acestora
...guiaș,...gulaș,...guiaș,...gulaș
Într-o manieră ușor grotească,Într-o manieră ușor grotescă,grotească,grotescă
Cumpără de minim 50 de lei,Cumpără de minimum 50 de lei,minim,minimum
în orele după-amiezei,în orele după-amiezii,după-amiezei,după-amiezii
emisiune informativa,emisiune informativă,informativa,informativă
înfrângerea din fața Bulgariei,înfrângerea în fața Bulgariei,din,în
din partea asiguratorilor,din partea asigurătorilor,asiguratorilor,asigurătorilor
Știri in top,Știri în top,in,în
peste patruzeci și unu de mii de morți,peste patruzeci și una de mii de morți,unu,una
La registratură după ora nouă.,"La registratură, după ora nouă.",registratură,"registratură,"
"publicul, juriul, atomosfera","publicul, juriul, atmosfera",atomosfera,atmosfera
un pericol pentru Republicii Moldova,un pericol pentru Republica Moldova,Republicii,Republica
maxim 15-20 de kilometri la oră,maximum 15-20 de kilometri la oră,maxim,maximum
În prag-ul nervilor,În pragul nervilor,prag-ul,pragul
Republica Moldova își anunțat oficial decizia,Republica Moldova și-a anunțat oficial decizia,își,și-a
"nu una, ci două SMS-uri","nu unu, ci două SMS-uri","una,","unu,"
Hitul sãptãmânii,Hitul săptămânii,sãptãmânii,săptămânii
după cei douăsprezece ani de școală,după cei doisprezece ani de școală,douăsprezece,doisprezece
a celei de-a 41-a ediție,a celei de-a 41-a ediții,ediție,ediții
SEARA DE TANGO,SEARA DE TANGOU,TANGO,TANGOU
în maxim cinci luni,în maximum cinci luni,maxim,maximum
Traian Băsescu. Vizită în Covasn,Traian Băsescu. Vizită în Covasna,Covasn,Covasna
Sediul Președenției Republicii Cehia,Sediul Președinției Republicii Cehia,Președenției,Președinției
Pe urme fugarului,Pe urmele fugarului,urme,urmele
Care-i treaba băi Ninule?,"Care-i treaba, băi Ninule?",treaba,"treaba,"
Festival de zmee,Festival de zmeie,zmee,zmeie
din punct de vedere al,din punctul de vedere al,punct,punctul
NOBEL-ul PENTRU CHIMIE,NOBELUL PENTRU CHIMIE,NOBEL-ul,NOBELUL
ghemuri de fiare,gheme de fiare,ghemuri,gheme
extrem de ofertantă din punct de vedere al scărilor,extrem de ofertantă din punctul de vedere al scărilor,punct,punctul
riscul depunerii la sol a cenușei,riscul depunerii la sol a cenușii,cenușei,cenușii
Jucătoarea română de tenis,Jucătoarea româncă de tenis,română,româncă
...a distracției la maxim...,...a distracției la maximum...,maxim...,maximum...
una dintre funcțiile cele mai bine plătite,una dintre funcțiile cel mai bine plătite,cele,cel
alături de dumenavoastră,alături de dumneavoastră,dumenavoastră,dumneavoastră
"Astăzi, Antena 1, comedie la maxim!","Astăzi, Antena 1, comedie la maximum!",maxim!,maximum!
cu maxim 10 − 15 lei,cu maximum 10 − 15 lei,maxim,maximum
CU MAȘTILE CURATE,CU MĂȘTILE CURATE,MAȘTILE,MĂȘTILE
Vice-președinte al Academiei Române,Vicepreședinte al Academiei Române,Vice-președinte,Vicepreședinte
Petru Grigoras,Petru Grigoraș,Grigoras,Grigoraș
PELERINAJ LA PATRIARHIEI,PELERINAJ LA PATRIARHIE,PATRIARHIEI,PATRIARHIE
se artă într-un comunicat de presă,se arată într-un comunicat de presă,artă,arată
președintele Alianța Europensionarilor din...,președintele Alianței Europensionarilor din...,Alianța,Alianței
hățișul acesta al mass- media,hățișul acesta al mass- mediei,media,mediei
cincizeci și unu de mii de steliști,cincizeci și una de mii de steliști,unu,una
organizarea unei forțe de acțiune autonomă,organizarea unei forțe de acțiune autonome,autonomă,autonome
Sexi bunicuțele,Sexy bunicuțele,Sexi,Sexy
Câștigător a trei premii Oscar și a premiului Palme d’Or,Câștigător a trei premii Oscar și al premiului Palme d’Or,a,al
(cea) mai harnică si mai frumoasă mamă,(cea) mai harnică și mai frumoasă mamă,si,și
reprezentanți ai 52 de universități europene de top,reprezentanți a 52 de universități europene de top,ai,a
servici,serviciu,servici,serviciu
"ATENȚIE, ȘOFERI","ATENȚIE, ȘOFERI!",ȘOFERI,ȘOFERI!
Cele mai multe puncte pentru... douăzeci și una,Cele mai multe puncte pentru... douăzeci și unu,una,unu
Primăvara la maxim,Primăvara la maximum,maxim,maximum
ministrul apărării,ministrul Apărării,apărării,Apărării
un spary paralizant,un spray paralizant,spary,spray
foietajurile,foitajele,foietajurile,foitajele
"Scump domne’, scump!","Scump, domne’, scump!",Scump,"Scump,"
înnorri,înnorări,înnorri,înnorări
Secrete penru o noapte fierbinte,Secrete pentru o noapte fierbinte,penru,pentru
o sută șaizeci și unu de mii de lei,o sută șaizeci și una de mii de lei,unu,una
baremuri,bareme,baremuri,bareme
PATRON RAPID,"PATRON, RAPID",PATRON,"PATRON,"
Și cald și răcoare,"Și cald, și răcoare",cald,"cald,"
Succes România!,"Succes, România!",Succes,"Succes,"
angajați ale acestor firme,angajați ai acestor firme,ale,ai
Putin votat premier,"Putin, votat premier",Putin,"Putin,"
locurile de muncă a persoanelor din mediul,locurile de muncă ale persoanelor din mediul,a,ale
Următoarea emisiune informativa,Următoarea emisiune informativă,informativa,informativă
"Niculescu, elimintă la dublu","Niculescu, eliminată la dublu",elimintă,eliminată
misterul făinei europene,misterul făinii europene,făinei,făinii
din punct de vedere al concluziilor,din punctul de vedere al concluziilor,punct,punctul
Un obiect a unei posibile analize,Un obiect al unei posibile analize,a,al
la marginea mărginii,la marginea marginei,mărginii,marginei
anti-guvernamentale,antiguvernamentale,anti-guvernamentale,antiguvernamentale
